link,price_eur,region,sqm,floor,elevator,rooms,summary
https://www.imovirtual.com/pt/anuncio/apartamento-t4-transformado-em-t3-totalmente-remodelado-ID1iaxc,740000,"Rua Doutor Henrique Martins Gomes, Centro, Lumiar, Lisboa, Lisboa",145,5,sim,T3,Apartamento T4 transformado em T3 - Totalmente remodelado
https://www.imovirtual.com/pt/anuncio/vende-se-magnifico-t3-totalmente-remodelado-em-benfica-ID1hSN2,599900,"Arneiros, Benfica, Lisboa, Lisboa",98,2,sim,T3,Vende-se magnifico T3 totalmente remodelado em Benfica
https://www.imovirtual.com/pt/anuncio/vende-se-excelente-t3-com-varanda-em-benfica-lisboa-ID1hrBM,499900,"Charquinho, Benfica, Lisboa, Lisboa",95,5,sim,T3,"Vende-se excelente T3 com varanda, em Benfica - Lisboa"
https://www.imovirtual.com/pt/anuncio/t2-na-rinchoa-rio-de-mouro-excelente-localizacao-estacionamento-ID1icW1,320000,"Rua das Murtas, Rinchoa, Rio de Mouro, Sintra, Lisboa",93,3,sim,T2,T2 na Rinchoa (Rio de Mouro) | Excelente localização | Estacionamento
https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-no-edificio-eucaliptos-ID1hJfp,390000,"Rua Ferreira Borges - Casal do Rato, Pontinha e Famões, Odivelas, Lisboa",131,0,varanda,T2,Apartamento T2 Novo no Edifício Eucaliptos
https://www.imovirtual.com/pt/anuncio/apartamento-t2-lisboa-com-patio-privativo-e-piscina-em-condominio-ID1i0VS,650000,"Socorro, Santa Maria Maior, Lisboa, Lisboa",90,0,sim,T2,Apartamento T2 Lisboa com pátio privativo e piscina em condomínio
https://www.imovirtual.com/pt/anuncio/apartamento-t4-alcabideche-ID1i7Gj,388000,"Alcoitão, Alcabideche, Cascais, Lisboa",100,2,não,T4,Apartamento T4 | Alcabideche
https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-no-edificio-eucaliptos-ID1hJfq,510000,"Rua Ferreira Borges - Casal do Rato, Pontinha e Famões, Odivelas, Lisboa",177,1,varanda,T3,Apartamento T3 Novo no Edifício Eucaliptos.
https://www.imovirtual.com/pt/anuncio/apartamento-t3-sao-joao-do-estoril-ID1i50i,470000,"Rua Sacadura Cabral, Galiza, Cascais e Estoril, Cascais, Lisboa",126,3,sim,T3,"Apartamento T3, São João do Estoril"
https://www.imovirtual.com/pt/anuncio/excelente-loft-no-beato-unico-para-obras-com-elevado-potencial-ID1hKLj,645000,"Calçada Duque de Lafões, Beato, Beato, Lisboa, Lisboa",233,,não,T2,"Excelente Loft no Beato - Único, para obras, com elevado potencial"
https://www.imovirtual.com/pt/anuncio/empreendimento-santa-cruz-ID1hZqN,25,"Rua do Astrolábio, Silveira, Torres Vedras, Lisboa",,,acessível a portadores de deficiência,,
https://www.imovirtual.com/pt/anuncio/silveira-santa-cruz-apartamento-t2-duplex-ID1hZwC,25,"Rua do Astrolábio, Silveira, Torres Vedras, Lisboa",182,2,sim,T1,"Silveira, Santa Cruz - Apartamento T2 Duplex"
https://www.imovirtual.com/pt/anuncio/silveira-santa-cruz-apartamento-t2-duplex-ID1hZux,75,"Rua do Astrolábio, Silveira, Torres Vedras, Lisboa",183,2,sim,T2,"Silveira, Santa Cruz - Apartamento T2 Duplex"
https://www.imovirtual.com/pt/anuncio/apartamento-t3-no-infantado-plaza-1a-ID19FEJ,4931,"Avenida das Descobertas - Infantado, Infantado, Loures, Loures, Lisboa",137,,não,T3,Apartamento T3 no Infantado Plaza (1ºA)
https://www.imovirtual.com/pt/anuncio/t2-na-rinchoa-rio-de-mouro-excelente-localizacao-estacionamento-ID1icUN,320000,"Albarraque, Rio de Mouro, Sintra, Lisboa",93,,não,T2,T2 na Rinchoa (Rio de Mouro) | Excelente localização | Estacionamento
https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-boxe-fechada-algueirao-mem-martins-ID1icUe,393000,"Rua Domingos da Cunha - Urbanização Mem Martins Poente, Mem Martins Poente, Algueirão-Mem Martins, Sintra, Lisboa",127,,sim,T3,"Apartamento T3 com Boxe Fechada – Algueirão, Mem Martins"
https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-marquises-ID1icU6,365000,"Casal de São Brás - Vila Chã, Mina de Água, Amadora, Lisboa",92,,varanda,T3,Apartamento T3 com Marquises
https://www.imovirtual.com/pt/anuncio/apartamento-t4-marvila-100m-metro-ID1icTv,480000,"Rua Manuel Teixeira Gomes - Bairro das Amendoeiras, Bairro das Amendoeiras, Marvila, Lisboa, Lisboa",120,1,não,T4,Apartamento T4 Marvila - 100m Metro
